,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
3105,2014,97,16800000,10539326,51029361,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97505481,151119219,24,4
3106,2015,95,11000000,4030360,27391084,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97505481,151119219,24,4
3107,2016,96,30000000,11103205,43763247,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,97505481,151119219,24,4
3108,1990,95,25000000,6939946,6939946,9.366,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6939946,6939946,1,1
3109,2002,94,20000000,12764657,14946150,13.493,1.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14946150,153518974,8,3
3110,1995,89,7000000,3734870,3734870,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14946150,3734870,1,3
3111,1996,88,2300000,49620,49620,11.031,3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14946150,49620,1,3
3112,1995,98,30000000,2193982,2193982,10.63,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2193982,153518974,8,1
3113,1996,101,67000000,18115927,47267001,11.031,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47267001,153518974,8,1
3114,2000,90,90000000,14230455,14828081,13.130999999999998,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,14828081,153518974,8,1
3115,2012,92,55000000,9489829,21947209,16.197,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40346186,153518974,8,6
3116,2012,94,30000000,17142080,40346186,16.197,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40346186,136706683,6,6
3117,2016,91,5000000,4799774,6341855,17.689,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40346186,473990832,5,6
3118,2015,111,19500000,20180155,34854990,17.404,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40346186,34854990,2,6
3119,2013,85,2000000,1375769,5090608,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40346186,14387413,3,6
3120,2016,92,5000000,11686940,22227514,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40346186,60141683,3,6
3121,1992,128,40000000,82522790,215862692,9.685,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215862692,215862692,6,8
3122,1996,113,45000000,58620973,58620973,11.031,3.8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,215862692,215862692,6,8
3123,2007,124,5000000,244397,2624759,15.626,1.9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,215862692,215862692,6,8
3124,2009,127,5000000,518522,2852915,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215862692,215862692,6,8
3125,1992,126,29000000,5519569,5519569,9.685,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,215862692,25143818,3,8
3126,1999,97,9000000,4906229,10409377,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,215862692,118685453,6,8
3127,2013,90,8000000,5845732,19145732,16.495,1.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215862692,118685453,6,8
3128,2017,93,10500000,10709995,27397655,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,215862692,118685453,6,8
3129,1997,135,40000000,45916769,45916769,11.522,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53672080,215862692,6,3
3130,1995,127,58000000,53672080,53672080,10.63,2.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,53672080,270248367,5,3
3131,1996,110,55000000,38619405,38619405,11.031,3.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53672080,136159423,7,3
3132,1999,113,48000000,69305181,124305181,12.611,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,185260553,366236538,7,16
3133,1996,117,31000000,124060553,185260553,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,185260553,8,16
3134,2001,111,7000000,6217849,8764007,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,76488889,2,16
3135,2005,114,7000000,28750530,49233161,14.913,3.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,110206216,3,16
3136,1995,107,20000000,7563728,7563728,10.63,2.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,91974818,4,16
3137,2002,98,9000000,4777465,6919198,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,136267476,4,16
3138,1997,130,30000000,23499102,23499102,11.522,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,57319029,5,16
3139,2003,80,300000,2528664,3282321,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,68380495,4,16
3140,1998,132,35000000,56968902,182968902,12.038,4.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,182968902,4,16
3141,1990,104,42000000,40946358,119946358,9.366,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,185260553,119946358,2,16
3142,1999,104,21000000,17762705,17762705,12.611,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,185260553,17762705,1,16
3143,2002,116,17500000,357197,1277187,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,185260553,1277187,1,16
3144,2001,88,7000000,414358,499891,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,185260553,499891,1,16
3145,2001,90,10000000,37904175,59371303,13.262,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,185260553,63102666,4,16
3146,2003,104,17000000,35667218,63102666,13.879,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185260553,63102666,4,16
3147,2004,92,5000000,8940582,10156933,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,10156933,1,16
3148,2002,98,70000000,18990798,25852764,13.493,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,746846894,366236538,7,5
3149,1998,114,55000000,78685114,198685114,12.038,4.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,746846894,287928194,5,5
3150,2016,123,175000000,325100054,746846894,17.689,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,746846894,746846894,6,5
3151,2011,95,40000000,24827228,91627228,15.841,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,746846894,237202299,5,5
3152,2006,121,15000000,12571185,12643027,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,746846894,12643027,1,5
3153,1994,113,25000000,6841570,6841570,10.352,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7820688,463406268,13,3
3154,1994,95,13000000,7820688,7820688,10.352,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7820688,8266343,5,3
3155,1995,88,15000000,6014341,6014341,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7820688,49778552,3,3
3156,1998,103,25000000,7027290,7027290,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7027290,220673217,6,1
3157,2008,83,20000000,7013191,7013191,15.605,-0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7013191,220673217,6,1
3158,1998,143,65000000,39001187,52090187,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52090187,185260553,8,1
3159,2000,105,60000000,6291602,14145677,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14145677,185260553,8,2
3160,2000,82,1000000,13276,13276,13.130999999999998,4.1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14145677,71239186,2,2
3161,1995,117,19000000,4005941,4005941,10.63,2.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21706101,36489888,6,4
3162,1992,113,10000000,384048,384048,9.685,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21706101,384048,1,4
3163,1992,124,8000000,21706101,21706101,9.685,3.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21706101,87754044,9,4
3164,2007,117,5000000,23624,1229330,15.626,1.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21706101,1229330,1,4
3165,2014,118,26000000,26766213,35926213,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78274843,36489888,6,4
3166,1998,104,75000000,46732881,46732881,12.038,4.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,78274843,46732881,1,4
3167,2014,107,11000000,50474843,78274843,16.912,2.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,78274843,78274843,1,4
3168,2017,100,12000000,11368012,17768012,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78274843,17768012,1,4
3169,1990,100,2500000,26385627,26385627,9.366,1.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35599803,131052444,5,4
3170,1991,94,5000000,19438638,19438638,9.355,-0.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35599803,19438638,1,4
3171,1994,119,7000000,20851521,20851521,10.352,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35599803,23396049,2,4
3172,1996,108,8000000,34767836,35599803,11.031,3.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35599803,35599803,1,4
3173,2000,84,24000000,13616610,13743212,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30636478,131052444,5,3
3174,1998,82,17000000,30331165,30331165,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30636478,30331165,1,3
3175,1999,81,34000000,30636478,30636478,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30636478,30636478,2,3
3176,2002,99,29000000,16930185,20146150,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20146150,131052444,5,1
3177,2017,118,12000000,10051659,10116816,18.108,2.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10116816,131052444,5,1
3178,1999,106,170000000,113804681,222104681,12.611,4.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222104681,624026776,10,2
3179,1996,101,21500000,22313201,22313201,11.031,3.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222104681,230685453,9,2
3180,1992,117,45000000,83351587,178051587,9.685,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215887717,293503354,9,2
3181,1994,141,62000000,122187717,215887717,10.352,4.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215887717,293503354,9,2
3182,2014,97,25000000,45090374,66980456,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,66980456,293503354,9,1
3183,1991,115,16000000,14851083,14851083,9.355,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14851083,205736628,11,1
3184,1999,126,24000000,57545092,88545092,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88545092,205736628,11,2
3185,1998,122,15000000,1798862,1808004,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88545092,1808004,1,2
3186,1991,109,35000000,23562716,23562716,9.355,-0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23562716,119208989,5,1
3187,1992,108,40000000,20883046,20883046,9.685,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20883046,26381221,4,1
3188,1991,138,40000000,17860280,23202444,9.355,-0.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,73839240,23202444,2,3
3189,1997,105,35000000,16574176,16574176,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73839240,17854933,2,3
3190,2002,116,27000000,69599016,73839240,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73839240,73839240,2,3
3191,2018,103,16000000,39282227,72282227,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,183936074,230685453,9,7
3192,2017,113,35000000,34393507,145374099,18.108,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,183936074,609447995,10,7
3193,2018,94,50000000,36108758,66308758,18.638,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,183936074,624386771,10,7
3194,2019,87,45000000,20150241,32450241,19.073,2.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183936074,197183546,3,7
3195,2018,91,40000000,20706452,27506452,18.638,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183936074,32090708,2,7
3196,2016,100,20000000,113257297,183936074,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183936074,183936074,4,7
3197,2017,140,30000000,28780744,59284015,18.108,2.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183936074,59284015,1,7
3198,2013,113,40000000,29807260,44907260,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44907260,230685453,9,1
3199,2000,98,20000000,15618626,18404706,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18404706,56631572,3,1
3200,2012,92,16000000,3361,92748,16.197,2.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,292092,56631572,3,2
3201,2014,94,2000000,145427,292092,16.912,2.5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,292092,156835339,5,2
3202,1993,120,32000000,36733909,36733909,9.952,2.8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36733909,152022101,4,1
3203,1992,108,10000000,32100816,32100816,9.685,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32100816,32100816,3,1
3204,1994,96,20000000,27058304,27058304,10.352,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27058304,181489203,4,1
3205,1992,92,12000000,21370057,37170057,9.685,3.5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37170057,457731166,8,2
3206,1997,118,37000000,6492660,6492660,11.522,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,37170057,6492660,2,2
3207,2007,90,5000000,65388,784604,15.626,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1944150,457731166,8,2
3208,2007,97,2000000,956919,1944150,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1944150,1944150,1,2
3209,1991,98,23000000,7434726,7434726,9.355,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7434726,153698625,5,1
3210,2001,92,21150000,25635682,39438674,13.262,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39438674,153698625,5,1
3211,2002,125,70000000,19077641,32287044,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86468162,102616183,4,2
3212,2003,121,75000000,43734876,86468162,13.879,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,86468162,203567857,12,2
3213,1993,99,15000000,6419876,6419876,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6419876,15315484,2,1
3214,2007,90,9000000,8580428,46789413,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46789413,113579918,7,7
3215,2006,104,11000000,384029,6191746,15.338,2.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46789413,31181347,2,7
3216,2005,103,9000000,1530535,7353118,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,46789413,16930762,4,7
3217,2008,124,20000000,3083538,4580758,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46789413,4580758,1,7
3218,2007,91,12000000,1507990,2888315,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,46789413,2888315,3,7
3219,2012,140,15000000,21403519,35485608,16.197,2.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46789413,35485608,3,7
3220,2016,102,12000000,27007844,37879877,17.689,1.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46789413,37879877,1,7
3221,2018,120,20000000,24622687,38673750,18.638,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173185859,349464664,4,2
3222,2016,112,45000000,75395035,173185859,17.689,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,173185859,216639112,4,2
3223,1996,111,45000000,92027888,146027888,11.031,3.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146027888,146027888,4,1
3224,2004,95,57000000,6880917,28283637,14.406,3.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203427584,146027888,4,4
3225,2015,121,55000000,43482270,203427584,17.404,2.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203427584,203427584,5,4
3226,2015,119,15000000,11114018,64191523,17.404,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,203427584,441809770,3,4
3227,2014,123,15000000,35893537,123726688,16.912,2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,203427584,123726688,1,4
3228,2012,96,35000000,304318,2106557,16.197,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,314975955,7,20
3229,2009,132,17000000,27163593,45719985,15.209,-2.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,203567857,12,20
3230,2013,119,70000000,98925640,170270201,16.495,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,203567857,12,20
3231,2011,91,35000000,24094,9612469,15.841,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,336567531,17,20
3232,2007,108,30000000,17213467,32593385,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,274470394,119418501,5,20
3233,2008,101,60000000,40081410,79498846,15.605,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,274470394,119418501,5,20
3234,2009,122,25000000,1702112,10601596,15.209,-2.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,10601596,2,20
3235,2010,103,80000000,103068524,274470394,15.599,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,274470394,3,20
3236,2016,99,60000000,62524260,205754447,17.689,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,205754447,2,20
3237,2009,105,9000000,70066,1034214,15.209,-2.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,19260537,3,20
3238,2012,107,12500000,693286,1353868,16.197,2.2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,274470394,176598908,3,20
3239,2010,105,22000000,1810078,9479718,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,26522838,4,20
3240,2007,93,10000000,268461,1045786,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,1776935,2,20
3241,2006,108,18000000,188565,2520835,15.338,2.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,2520835,2,20
3242,2007,93,10000000,6422,1627909,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,274470394,1627909,1,20
3243,2009,90,15000000,4360548,5245746,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,274470394,5245746,1,20
3244,2013,93,10000000,356582,1585582,16.495,1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,1585582,1,20
3245,2010,106,4000000,120016,595802,15.599,2.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,33463522,2,20
3246,2011,90,15000000,30680,1091132,15.841,1.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274470394,1091132,1,20
3247,2019,121,40000000,69030436,133365452,19.073,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,133365452,2,20
3248,1994,94,20000000,2308390,2308390,10.352,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25038417,177841558,8,3
3249,2007,117,18000000,7084227,25038417,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25038417,25038417,6,3
3250,1997,86,740000,1918497,1918497,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25038417,1918497,1,3
3251,1994,101,30000000,3180674,3180674,10.352,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3180674,177841558,8,1
3252,2002,94,10000000,1487645,4141740,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16115878,177841558,8,3
3253,1995,98,8000000,16115878,16115878,10.63,2.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16115878,16115878,1,3
3254,2002,99,1200000,6073,68716,13.493,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16115878,295493,2,3
3255,1997,122,16000000,2007100,2007100,11.522,4.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2007100,177841558,8,1
3256,2011,96,10000000,590700,1105020,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1150681,177841558,8,2
3257,2012,97,2000000,327345,1150681,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1150681,1150681,1,2
3258,2016,104,8000000,685780,685780,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3697729,177841558,8,4
3259,2016,120,15000000,1659002,1659002,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3697729,152944660,7,4
3260,2014,102,7000000,1951776,2433850,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3697729,43165571,2,4
3261,2017,87,2800000,3600146,3697729,18.108,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3697729,3697729,1,4
3262,1994,101,23000000,119938730,351583407,10.352,4.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,351583407,351583407,4,2
3263,2007,84,1500000,173066,173066,15.626,1.9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,351583407,173066,1,2
3264,1996,115,100000000,101295562,242295562,11.031,3.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,242295562,351583407,4,1
3265,1996,107,29000000,11526099,11526099,11.031,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,101646581,431971116,6,6
3266,1991,122,24000000,43218387,83531958,9.355,-0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101646581,132820716,7,6
3267,1994,99,27000000,44853581,101646581,10.352,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101646581,211989043,8,6
3268,1993,110,21000000,12526677,12526677,9.952,2.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101646581,136159423,7,6
3269,1991,84,22000000,11000863,11000863,9.355,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101646581,118243066,2,6
3270,1997,97,8000000,1568258,1568258,11.522,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,101646581,1568258,1,6
3271,1997,117,30000000,27873386,43312294,11.522,4.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55494066,431971116,6,2
3272,1998,111,25000000,26420672,55494066,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,55494066,796093802,5,2
3273,2015,121,35000000,75764672,194564672,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194564672,374111707,5,1
3274,2010,107,40000000,31011732,60040976,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60040976,363944522,3,2
3275,2018,110,38000000,21704844,41657844,18.638,2.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60040976,41657844,1,2
3276,2016,120,20000000,7227038,14880939,17.689,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233555708,93974620,3,5
3277,2017,105,25000000,5775178,12751667,18.108,2.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233555708,156049023,6,5
