,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
4490,2000,86,30000,16918,16918,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16918,16918,2,1
4491,2008,88,1200000,6534,6534,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6534,16918,2,1
4492,2001,90,300000,10133,10133,13.262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10133,10133,2,1
4493,2005,78,250000,3105,3105,14.913,3.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3105,10133,2,1
4494,2007,93,8500000,18901,18901,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18901,563711,2,1
4495,2000,82,5000000,9631153,16643191,13.130999999999998,4.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16643191,16643191,1,1
4496,2002,120,2000000,111806,111806,13.493,1.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,111806,111806,1,1
4497,2002,90,4000000,17600423,18591272,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18591272,18591272,3,1
4498,2007,108,8000000,3106835,3106835,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3106835,18591272,3,1
4499,2009,89,7000000,4447,4447,15.209,-2.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4447,18591272,3,1
4500,2002,112,500000,13411,13411,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13411,13411,1,1
4501,2004,93,950000,12077,12077,14.406,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12077,12077,1,1
4502,2001,96,1500000,1000,1000,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,1
4503,2002,91,9000000,1461635,1461635,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1461635,1461635,1,1
4504,2001,114,1900000,8169,8169,13.262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8169,8169,1,1
4505,2002,88,10600000,22163442,33953442,13.493,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33953442,33953442,1,1
4506,2002,107,4000000,4059680,9304609,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9304609,9304609,2,1
4507,2006,122,16800000,223202,2305841,15.338,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12252684,9304609,2,3
4508,2008,111,25000000,6820,2131057,15.605,-0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12252684,2131057,1,3
4509,2015,108,10000000,3866794,12252684,17.404,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12252684,12252684,1,3
4510,2002,116,160000,6092,137931,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137931,137931,1,1
4511,2001,87,500000,119664,119664,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119664,119664,2,1
4512,2009,96,1500000,6783,6783,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6783,119664,2,1
4513,2001,105,600000,1023156,1023156,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1023156,1023156,1,1
4514,2002,92,1000000,1239183,1239183,13.493,1.7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1239183,1239183,1,1
4515,2002,90,1000000,213137,223426,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223426,223426,1,1
4516,2001,109,1500000,24997,24997,13.262,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24997,24997,1,1
4517,2002,85,80000,150445,247554,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,247554,247554,1,1
4518,2002,101,2500000,14369,14369,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14369,14369,1,1
4519,2002,113,1800000,21679,21679,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21679,21679,1,1
4520,2002,101,250000,144008,144008,13.493,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144008,855009,2,1
4521,2005,108,8000000,568932,855009,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6265483,855009,2,2
4522,2008,94,7000000,4694636,6265483,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265483,6265483,1,2
4523,2002,91,1800000,134736,163348,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163348,163348,1,1
4524,2003,78,9500000,7007149,14776760,13.879,2.9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14776760,14776760,1,2
4525,2009,71,8000000,676775,739454,15.209,-2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14776760,739454,1,2
4526,2003,88,41000000,22219192,34268701,13.879,2.9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34268701,34268701,1,1
4527,2002,73,11000000,11412414,16426471,13.493,1.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16426471,16426471,1,1
4528,2018,100,37000000,69179066,117679066,18.638,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117679066,117679066,2,1
4529,2012,106,10000000,1969193,4552970,16.197,2.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4552970,38803993,2,1
4530,2002,98,60000000,50547998,104391623,13.493,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104391623,104391623,1,1
4531,2002,96,1000000,465310,476551,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,476551,476551,1,1
4532,2002,94,1000000,71743,71743,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71743,71743,1,1
4533,2011,118,50000000,84351197,145051197,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,145051197,158762963,4,1
4534,2015,105,50100000,53862963,158762963,17.404,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158762963,158762963,4,1
4535,2002,86,125000,811299,890502,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,890502,916051,2,1
4536,2008,98,2000000,29784,106596,15.605,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,106596,28650575,2,2
4537,2003,85,2000000,82157,94615,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106596,290080,2,2
4538,2002,88,750000,48058,48058,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48058,288885818,6,1
4539,2006,110,16500000,39868642,87892388,15.338,2.9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,87892388,288885818,6,1
4540,2017,93,45000000,104897530,185400345,18.108,2.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,185400345,185400345,2,1
4541,2002,95,825000,1305964,1305964,13.493,1.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1355079,1355079,3,3
4542,2006,85,400000,224099,224099,15.338,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1355079,1355079,3,3
4543,2008,96,900000,1355079,1355079,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1355079,1355079,3,3
4544,2001,96,2500000,405792,750582,13.262,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750582,750582,1,1
4545,2002,78,24000,11000,11000,13.493,1.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,1,1
4546,2002,91,200000,1915,1915,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1915,1915,1,1
4547,2002,82,14000000,25581229,25621297,13.493,1.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25621297,25621297,1,1
4548,2002,103,200000,175710,175710,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,175710,175710,1,1
4549,2002,93,500000,150277,264349,13.493,1.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,264349,264349,1,1
4550,2002,102,500000,1250798,1250798,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1250798,1250798,4,4
4551,2003,101,500000,1111615,1111615,13.879,2.9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1250798,1250798,4,4
4552,2004,82,425000,203917,203917,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250798,1250798,4,4
4553,2006,91,1000000,464991,464991,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1250798,1250798,4,4
4554,2001,90,40000,143121,143121,13.262,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,143121,143121,1,1
4555,2003,90,3000000,2598,2598,13.879,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2598,2598,1,1
4556,2017,92,10000000,38052832,102952888,18.108,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,164874275,102952888,3,8
4557,2005,93,4000000,87039965,147748505,14.913,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164874275,164874275,4,8
4558,2006,108,10000000,80238724,164874275,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,164874275,164874275,4,8
4559,2007,93,10000000,63300095,139352633,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,164874275,164874275,4,8
4560,2008,98,8500000,146750,188126,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,164874275,164874275,4,8
4561,2008,92,10800000,56746769,113864059,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,164874275,113864059,1,8
4562,2009,90,11000000,27693292,68233629,15.209,-2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,164874275,136150434,2,8
4563,2010,90,20000000,45710178,136150434,15.599,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164874275,136150434,2,8
4564,2018,99,3500000,25091816,44019588,18.638,2.9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,44019588,102952888,3,1
4565,2005,117,40000000,30985352,46440624,14.913,3.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46440624,46440624,3,1
4566,2011,84,50000000,21302340,38502340,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38502340,46440624,3,1
4567,2013,132,30000000,116632095,176598908,16.495,1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176598908,176598908,3,1
4568,2018,141,32000000,17839115,31882724,18.638,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,31882724,94348403,2,1
4569,2004,112,6500000,54580300,98410061,14.406,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,98410061,98410061,3,3
4570,2005,96,4000000,1328679,1919197,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98410061,14311701,3,3
4571,2004,97,6000000,388532,389866,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98410061,389866,1,3
4572,2013,137,28000000,1021398,2624761,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2624761,98410061,3,1
4573,2011,95,1000000,18494006,26895481,15.841,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26895481,45173154,3,1
4574,2014,100,5000000,332890,2700051,16.912,2.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700051,45173154,3,1
4575,2019,106,25000000,8547045,14387413,19.073,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,14387413,14387413,3,1
4576,2002,99,425000,12024,12024,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12024,12024,1,1
4577,2003,123,30000000,5791328,29632684,13.879,2.9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,29632684,29632684,1,1
4578,2004,110,39000000,5884190,6432551,14.406,3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6432551,6432551,1,1
4579,2002,94,1500000,21285,21285,13.493,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21285,21285,1,1
4580,2005,96,7200000,306533,306533,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306533,306533,1,1
4581,2016,84,500000,230069,290080,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290080,290080,2,1
4582,2003,90,12000000,10249719,13818181,13.879,2.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13818181,13818181,4,3
4583,2005,95,25000000,2405420,3650275,14.913,3.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13818181,13818181,4,3
4584,2007,127,60000000,4775656,13097915,15.626,1.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13818181,13818181,4,3
4585,2005,96,20000000,5178569,12693645,14.913,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12693645,13818181,4,1
4586,2004,94,45000000,51201453,129342769,14.406,3.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,129342769,129342769,1,1
4587,2016,119,7000000,5664764,7214806,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79336821,14311701,3,4
4588,2016,111,4000000,27854932,65046687,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79336821,65046687,3,4
4589,2018,93,2000000,13539709,14347433,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79336821,14347433,1,4
4590,2018,127,10000000,44069456,79336821,18.638,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,79336821,79336821,2,4
4591,2003,98,5000000,742898,782606,13.879,2.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,782606,782606,1,1
4592,2003,111,1650000,3264,3264,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3264,3264,1,1
4593,2003,101,10000000,25032,459098,13.879,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459098,459098,1,1
4594,2003,100,1000000,16377,16377,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16377,16377,1,1
4595,2002,93,300000,34646,34646,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34646,34646,1,1
4596,2002,95,500000,254293,254293,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,254293,254293,1,1
4597,2010,104,1000000,30158,30158,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,30158,30158,1,1
4598,2003,88,1000000,6028,6028,13.879,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6028,6028,1,1
4599,2002,103,950000,814666,814666,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,814666,814666,1,1
4600,2004,102,2500000,26782316,35825316,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35825316,84918541,3,1
4601,2017,96,25000000,45018541,84918541,18.108,2.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84918541,84918541,3,2
4602,2009,86,18000000,24007324,26973554,15.209,-2.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84918541,26973554,1,2
4603,2002,91,500000,15520,15520,13.493,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15520,15520,1,1
4604,2003,80,25000000,39402572,55250496,13.879,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55250496,55250496,1,1
4605,2003,105,6000000,5123696,5141166,13.879,2.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5141166,5141166,1,1
4606,2003,94,800000,62852,62852,13.879,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,62852,62852,1,1
4607,2003,119,3000000,59000,59000,13.879,2.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,59000,59000,1,1
4608,2005,100,3000000,12551,12551,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12551,12551,1,1
4609,2004,97,16000000,174318,174318,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,174318,174318,1,1
4610,2003,77,103000,3233,3233,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233,3233,1,1
4611,2004,104,18000000,7739049,14339171,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14339171,14339171,1,1
4612,2003,98,1000000,1303,1303,13.879,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1303,1303,1,1
4613,2003,89,500000,5739376,8701337,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8701337,98275238,3,1
4614,2005,107,400000,100610,100610,14.913,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100610,100610,1,1
4615,2003,106,2000000,168406,168406,13.879,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,168406,168406,1,1
4616,2005,144,9600000,2484186,4408011,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4408011,4408011,1,1
4617,2003,107,850000,834685,865028,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,865028,865028,2,1
4618,2007,100,500000,32033,32033,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32033,865028,2,1
4619,2004,92,450000,54000,54000,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,54000,1,1
4620,2005,94,3000000,16124543,18637690,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18637690,18637690,1,1
4621,2004,91,6500000,75076,89781,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89781,89781,1,1
4622,2003,86,9750000,74663,197221,13.879,2.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197221,197221,1,1
4623,2007,89,2500000,35688,35688,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35688,35688,1,1
4624,2005,101,20000000,375750,388998,14.913,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,388998,388998,1,1
4625,2017,108,111000000,84410380,296069199,18.108,2.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877244782,667036530,4,4
4626,2008,86,85000000,154529439,297138014,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877244782,297138014,1,4
4627,2012,88,95000000,161321843,877244782,16.197,2.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877244782,877244782,1,4
4628,2016,94,105000000,64063008,408579038,17.689,1.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877244782,408579038,1,4
4629,2005,90,1700000,30142,30142,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30142,30142,1,1
4630,2006,107,8000000,54702,143451,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,143451,143451,1,1
4631,2005,76,35000000,19478106,61746888,14.913,3.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64884277,61746888,1,2
4632,2008,81,37000000,30105968,64884277,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64884277,64884277,1,2
4633,2004,101,3000000,2041014,3361213,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3361213,26522838,4,1
4634,2006,125,19400000,8060487,26522838,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26522838,26522838,4,1
4635,2017,106,13000000,17395520,17986671,18.108,2.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17986671,26522838,4,1
4636,2003,78,500000,49048,49048,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49048,49048,1,1
4637,2008,94,40000000,694782,694782,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694782,694782,1,1
4638,2014,93,4000000,13809,826913,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,826913,67738090,2,1
4639,2008,95,1500000,421307,526245,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,526245,526245,1,1
4640,2006,93,20000000,8334575,13924471,15.338,2.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13924471,13924471,1,1
4641,2002,92,20000,8466,8466,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8466,8466,1,1
4642,2004,109,300000,10514,10514,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,10514,10514,1,1
4643,2007,121,50000000,27670986,82169884,15.626,1.9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82169884,82169884,1,1
4644,2003,99,6000000,549602,5581201,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5581201,5581201,1,1
4645,2003,114,50000,9614,9614,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9614,131961,2,1
4646,2007,102,3750000,131961,131961,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,608027,131961,2,2
4647,2010,89,1000000,303064,608027,15.599,2.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,608027,608027,1,2
4648,2004,95,2000000,20795,20795,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20795,20795,1,1
4649,2005,97,3500000,2072645,2254124,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254124,2254124,1,1
4650,2005,92,1000000,45148,86872,14.913,3.5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86872,86872,1,1
4651,2002,107,215000,44287,44287,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44287,44287,1,1
4652,2004,90,50000,155212,155212,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,155212,263200,2,1
4653,2006,88,500000,220409,263200,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,263200,263200,2,1
4654,2004,111,4000000,228767,291118,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,291118,291118,1,1
4655,2003,90,780000,1310470,1310470,13.879,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1310470,1310470,1,1
4656,2005,95,25000000,5655459,5758522,14.913,3.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758522,5758522,2,1
4657,2005,104,2500000,305800,537126,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,537126,5758522,2,1
4658,2005,99,8000000,127414,153169,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,153169,153169,1,1
4659,2003,79,500000,30610863,54667954,13.879,2.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,54667954,54667954,1,1
4660,2010,107,20000000,1186538,4634062,15.599,2.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634062,95608995,2,1
4661,2013,117,5000000,27298285,55198285,16.495,1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55198285,55198285,4,1
4662,2005,93,15500000,1237615,1797256,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1797256,1797256,1,1
4663,2004,90,500000,603951,802948,14.406,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,802948,5288011,2,1
4664,2004,100,1500000,4179890,10057021,14.406,3.8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10057021,10057021,1,1
4665,2003,89,500000,1190000,1190000,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1190000,1190000,1,1
4666,2004,131,30000000,3765585,21560182,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21560182,21560182,1,1
