,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies
3863,2018,89,50000000,8267544,54622814,18.638,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224834564,54622814,1
3864,2006,121,15000000,12571185,12643027,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,746846894,12643027,1
3865,1998,93,24000000,4356216,4356216,12.038,4.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4356216,4356216,2
3866,2005,80,16000000,3102550,3344431,14.913,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3344431,4356216,2
3867,2001,93,7000000,10097538,10229331,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63368939,10229331,2
3868,2000,82,3400000,9832166,9832166,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9832166,10229331,2
3869,2003,94,6000000,2220008,2944752,13.879,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,63368939,34854990,2
3870,2015,111,19500000,20180155,34854990,17.404,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40346186,34854990,2
3871,2004,124,33000000,33810189,54700105,14.406,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63368939,54700105,2
3872,2011,106,12000000,1188194,1188194,15.841,1.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1675381,54700105,2
3873,2004,102,25000000,14379751,30114487,14.406,3.8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,63368939,30114487,1
3874,2003,104,5000000,1060512,2466444,13.879,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63368939,2713955,2
3875,2018,108,15000000,1349,2713955,18.638,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2713955,2713955,2
3876,2006,107,6000000,63318000,63368939,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,63368939,74827344,15
3877,2007,100,10000000,31366978,31609243,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,63368939,74827344,15
3878,2007,113,15000000,55204525,55862886,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63368939,74827344,15
3879,2010,121,20000000,60095852,60673972,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,694394724,74827344,15
3880,2010,133,21000000,37729698,37747016,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,694394724,74827344,15
3881,2014,111,8000000,15973881,16337881,16.912,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,694394724,74827344,15
3882,2009,113,13000000,51733921,51733921,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74747725,74827344,15
3883,2011,106,25000000,53345287,54161287,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74747725,74827344,15
3884,2012,114,20000000,65653242,66899242,16.197,2.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74747725,74827344,15
3885,2013,100,25000000,52543354,53396354,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74747725,74827344,15
3886,2018,120,20000000,43549096,46403669,18.638,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,74747725,74827344,15
3887,2017,101,25000000,47319572,48333932,18.108,2.4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,74747725,74827344,15
3888,2019,109,20000000,73257045,74747725,19.073,2.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74747725,74827344,15
3889,2016,103,20000000,73206343,74827344,17.689,1.6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,74827344,74827344,15
3890,2018,110,19000000,31713110,33532593,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,72216294,74827344,15
3891,1998,97,70000000,19870567,19870567,12.038,4.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19870567,19870567,1
3892,1998,88,90000000,120620254,304320254,12.038,4.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304320254,304320254,1
3893,2003,85,128000000,85336277,250397798,13.879,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304320254,250397798,1
3894,1998,82,17000000,30331165,30331165,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30636478,30331165,1
3895,1999,81,34000000,30636478,30636478,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30636478,30636478,2
3896,2002,85,25000000,14036406,14277032,13.493,1.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277448382,30636478,2
3897,1999,121,11350000,240067,240067,12.611,4.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,240067,240067,1
3898,1998,104,75000000,46732881,46732881,12.038,4.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,78274843,46732881,1
3899,2014,107,11000000,50474843,78274843,16.912,2.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,78274843,78274843,1
3900,2017,100,12000000,11368012,17768012,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78274843,17768012,1
3901,1998,99,70000000,101413188,218613188,12.038,4.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,218613188,1
3902,2001,90,60000000,267665011,484409218,13.262,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,484409218,1
3903,2000,89,95000000,50863742,76432727,13.130999999999998,4.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,76432727,1
3904,2002,83,80000000,73280117,122563539,13.493,1.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,122563539,1
3905,2004,90,75000000,160861908,363530196,14.406,3.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,363530196,1
3906,2006,83,80000000,155019340,336002996,15.338,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,336002996,1
3907,2005,86,75000000,193595521,542063846,14.913,3.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,746921274,3
3908,2008,89,150000000,180010950,603900354,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,746921274,3
3909,2012,93,145000000,216391482,746921274,16.197,2.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,746921274,3
3910,2007,91,150000000,126631277,287594577,15.626,1.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,287594577,1
3911,2007,93,160000000,322719944,804438141,15.626,1.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,804438141,1
3912,2008,92,130000000,215434591,631746197,15.605,-0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,631746197,1
3913,2011,90,130000000,149260504,554987477,15.841,1.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,554987477,1
3914,2013,98,135000000,187168425,587204668,16.495,1.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,587204668,1
3915,2009,94,175000000,198351526,381509870,15.209,-2.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,381509870,1
3916,2010,95,130000000,148415853,321885765,15.599,2.6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,527965936,2
3917,2017,97,125000000,175003033,527965936,18.108,2.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,527965936,2
3918,2011,90,150000000,165249063,665692281,15.841,1.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,665692281,2
3919,2018,104,34000000,12695691,41142379,18.638,2.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41296320,665692281,2
3920,2012,97,145000000,103412758,306941670,16.197,2.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,306941670,1
3921,2014,102,145000000,177002924,621537519,16.912,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,621537519,2
3922,2019,104,129000000,160799505,519896648,19.073,2.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,621537519,2
3923,2016,92,125000000,153707064,346864462,17.689,1.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,346864462,1
3924,2013,96,135000000,83028128,282570682,16.495,1.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,282570682,2
3925,2017,89,38000000,73921000,125427681,18.108,2.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,282570682,2
3926,2014,92,132000000,83850911,373515621,16.912,2.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,373515621,1
3927,2015,94,135000000,177397510,386041607,17.404,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,386041607,1
3928,2019,97,75000000,59477090,167577090,19.073,2.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804438141,167577090,1
3929,1998,130,18000000,10019109,10019109,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,10019109,10019109,1
3930,2008,87,20000000,26890041,45847751,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,309208309,45847751,1
3931,2010,99,17000000,24719879,24719879,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309208309,24719879,1
3932,2008,119,27000000,44089964,44352417,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,309208309,44352417,1
3933,2013,153,46000000,61002302,122126687,16.495,1.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,309208309,260512487,4
3934,2017,164,150000000,92054159,260512487,18.108,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,309208309,260512487,4
3935,2015,121,30000000,46889293,84872444,17.404,2.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,694394724,260512487,4
3936,2016,116,47000000,100546139,203388186,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,203388186,260512487,4
3937,2018,130,35000000,45819713,67450815,18.638,2.9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,309208309,67450815,1
3938,2012,118,25000000,30932113,31158113,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,309208309,31158113,2
3939,2009,111,20000000,5210988,12225023,15.209,-2.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,829746820,31158113,2
3940,2017,113,25000000,17501244,25601244,18.108,2.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,309208309,25601244,1
3941,2012,86,1000000,18119640,37157648,16.197,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,309208309,37157648,1
3942,2014,119,100000000,23022309,103039258,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,309208309,103039258,1
3943,2014,110,20000000,2722209,3396345,16.912,2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309208309,3396345,1
3944,1998,83,20000000,2172941,2172941,12.038,4.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2172941,2172941,1
3945,1999,136,115000000,474544677,1027082707,12.611,4.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068223624,1027082707,3
3946,2002,142,115000000,310676740,649436358,13.493,1.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068223624,1027082707,3
3947,2005,140,113000000,380270577,850035635,14.913,3.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068223624,1027082707,3
3948,1998,86,900,12097,12097,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12097,12097,1
3949,2014,118,60000000,12600231,30800231,16.912,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,356700357,30800231,1
3950,1998,85,1100000,713239,713239,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,713239,713239,1
3951,1997,92,650000,2284034,2284034,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5985690,2284034,1
3952,1999,99,13000000,5985690,5985690,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5985690,5985690,1
3953,1997,97,2500000,54751,54751,11.522,4.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54751,54751,1
3954,1997,81,250000,1610,1610,11.522,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1610,1610,1
3955,1997,94,300000,42953,42953,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42953,25804448,2
3956,2011,90,5000000,24816118,25804448,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25804448,25804448,2
3957,2000,128,29000000,37047880,59945183,13.130999999999998,4.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,484592874,59945183,2
3958,2019,144,26000000,8449596,9205026,19.073,2.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9205026,59945183,2
3959,1998,95,6000000,11710,11710,12.038,4.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11710,11710,1
3960,1999,101,12000000,2062405,2062405,12.611,4.8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2062405,2062405,1
3961,1998,93,3500000,10317779,10317779,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10317779,10317779,1
3962,1999,100,30000000,11578059,11578059,12.611,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11578059,11578059,1
3963,1999,108,6000000,30471,30471,12.611,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106371651,10629321,2
3964,2009,118,8000000,10273188,10629321,15.209,-2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10629321,10629321,2
3965,1999,90,7000000,3165544,3728888,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,3728888,1
3966,2001,125,62000000,15749959,18720175,13.262,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,18720175,1
3967,2002,91,70000000,14307963,20154899,13.493,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106371651,20154899,1
3968,1999,92,7000000,27816,27816,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6852450,27816,1
3969,1999,101,6000000,6852450,6852450,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6852450,6852450,1
3970,2001,90,15000000,7288451,8704851,13.262,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,8704851,1
3971,2001,106,6000000,27457409,27958191,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,27958191,1
3972,2001,90,13000000,22235901,22391450,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,22391450,2
3973,2005,90,1500000,139084,139084,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139084,22391450,2
3974,2002,98,13000000,15567860,19233280,13.493,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,19233280,2
3975,2007,93,7000000,5713425,5713425,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5713425,19233280,2
3976,2004,95,8000000,40363810,48631561,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,196114570,48631561,2
3977,2012,106,15000000,172000,252805,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,252805,48631561,2
3978,2005,97,30000000,15007991,33296457,14.913,3.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196114570,33296457,1
3979,2009,101,20000000,29062561,31198531,15.209,-2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,57197876,2
3980,2008,88,20000000,43869350,57197876,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,196114570,57197876,2
3981,2011,87,60000000,29137000,78309505,15.841,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,78309505,3
3982,2010,100,26000000,40168080,67918658,15.599,2.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,78309505,3
3983,2013,97,3500000,17418667,26421747,16.495,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,97009150,78309505,3
3984,2009,92,35000000,45802315,91353501,15.209,-2.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,91353501,1
3985,2010,119,55000000,39440655,89519773,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,196114570,89519773,1
3986,2010,107,32000000,57744720,80205382,15.599,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,80205382,2
3987,2013,92,20000000,34341945,47241945,16.495,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,694394724,80205382,2
3988,2009,108,20000000,68261644,73830340,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,196114570,73830340,1
3989,2011,91,16000000,37300000,40492652,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,40492652,2
3990,2014,86,7000000,5746,1428494,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46069568,40492652,2
3991,2016,107,10000000,29747603,30658387,17.689,1.6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,196114570,30658387,1
3992,2011,88,13000000,1024175,5824175,15.841,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,196114570,32140970,2
3993,2019,120,59000000,16790790,32140970,19.073,2.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32140970,32140970,2
3994,2012,88,70000000,62321039,160112671,16.197,2.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,160112671,1
3995,2010,117,15000000,20218921,20529194,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,196114570,34718173,3
3996,2009,99,6000000,114766,833492,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,833492,34718173,3
3997,2014,104,20000000,23438250,34718173,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,151783839,34718173,3
3998,2012,104,30000000,125014030,196114570,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,196114570,2
3999,2018,97,4900000,6102076,10421847,18.638,2.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10421847,196114570,2
4000,2014,84,13200000,52543632,54323210,16.912,2.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,54323210,1
4001,2016,91,35000000,30353973,81093313,17.689,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,81093313,1
4002,2018,89,14000000,20877013,21753365,18.638,2.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,205754447,2
4003,2016,99,60000000,62524260,205754447,17.689,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274470394,205754447,2
4004,2019,102,8000000,35419122,36599361,19.073,2.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,196114570,36599361,5
4005,2009,88,3000000,138788,585362,15.209,-2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,585362,36599361,5
4006,2016,94,900000,9097072,9097072,17.689,1.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20472277,36599361,5
4007,2018,96,4000000,9186156,9515914,18.638,2.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20472277,36599361,5
4008,2019,108,12000000,20073804,20472277,19.073,2.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20472277,36599361,5
4009,2018,102,880000,26020957,75462037,18.638,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,196114570,75462037,1
4010,1999,93,2500000,109535,109535,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109535,109535,1
4011,1998,99,700000,871759,871759,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,871759,871759,1
4012,1998,104,3500000,9871,9871,12.038,4.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,9871,1
4013,1998,87,60000,541636,541636,12.038,4.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,541636,541636,1
4014,1998,100,1000000,1009819,1009819,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1009819,1009819,1
4015,1998,112,1000000,307037,307037,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307037,307037,1
4016,1998,90,20000000,9257103,9257103,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58401898,9257103,1
4017,2000,88,1000000,779137,779137,13.130999999999998,4.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58401898,779137,1
4018,2000,90,15000000,26437094,47737094,13.130999999999998,4.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,58401898,47737094,1
4019,2001,95,8000000,2036682,2534372,13.262,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58401898,2534372,1
4020,1999,102,21000000,17650,17650,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9832166,17650,1
4021,1998,102,7500000,106116,106116,12.038,4.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,280458,106116,1
4022,2001,92,9000000,252706,280458,13.262,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280458,280458,1
4023,2000,101,7000000,15070285,34266564,13.130999999999998,4.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34266564,34266564,1
4024,2000,85,30000000,29245,29245,13.130999999999998,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29245,29245,1
4025,1999,97,1700000,9037,9037,12.611,4.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9037,9037,1
4026,2000,87,25000000,12811858,15843608,13.130999999999998,4.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15843608,15843608,1
4027,1998,121,20000000,3970078,3970078,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3970078,3970078,1
4028,1999,105,1000000,17246,17246,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17246,17246,1
4029,1999,87,3500000,3117085,3117085,12.611,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3117085,3117085,1
4030,1999,110,2000000,117471,117471,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117471,117471,1
4031,1998,95,3000000,14692,14692,12.038,4.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14692,14692,1
4032,1998,96,3000000,9639390,9639390,12.038,4.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9639390,9639390,1
4033,1999,100,7000000,2165637,2165637,12.611,4.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3706652,2165637,1
4034,2001,104,4500000,3288164,3706652,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3706652,3706652,1
4035,2000,97,50000000,16815253,31355910,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,31355910,31355910,1
4036,1999,100,1000000,292309,292309,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,292309,292309,1
4037,1999,98,1500000,206755,206755,12.611,4.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,206755,206755,1
4038,1999,90,40000,278492,278492,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,278492,278492,2
4039,2005,94,200000,138267,138267,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138267,278492,2
4040,1999,98,2500000,1955933,1955933,12.611,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1955933,1955933,1
