,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
2406,2406,"[18, 80, 36]",tt1616195,"[23, 171, 11845]",J. Edgar,2011,15.841,1.6,137,USA,Clint Eastwood,35000000,37306030,84920539,1852326577.0,2895931751.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2407,2407,"[28, 18, 80]",tt1646980,"[376, 6736, 13816, 46353, 46354]",The Double,2011,15.841,1.6,98,"USA, United Arab Emirates",Michael Brandt,13500000,137921,3696232,1.0,89234184.2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2408,2408,"[12, 16, 9648]",tt0983193,"[4, 5, 11, 56, 2348, 7383, 9169]",The Adventures of Tintin,2011,15.841,1.6,107,"USA, New Zealand, UK",Steven Spielberg,135000000,77591831,373993951,5472470059.0,8249360794.285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2409,2409,"[12, 18, 10751]",tt0970179,"[4, 2691, 3281]",Hugo,2011,15.841,1.6,126,"UK, USA, France",Martin Scorsese,150000000,73864507,185770160,1330106248.0,8150076964.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2411,2411,"[80, 18, 53]",tt1674784,"[925, 8880, 10254]",Trespass,2011,15.841,1.6,91,"USA, Bulgaria",Joel Schumacher,35000000,24094,9612469,1387900238.0,302728940.6666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2412,2412,"[14, 28, 18]",tt1253864,"[8852, 11761]",Immortals,2011,15.841,1.6,110,"USA, Canada, UK",Tarsem Singh,75000000,83504017,226904017,104155843.0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2413,2413,[35],tt0810913,"[5, 2608, 8000]",Jack and Jill,2011,15.841,1.6,91,USA,Dennis Dugan,79000000,74158157,149673788,959514070.0,6607046999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2414,2414,"[35, 18]",tt1719071,[8872],Another Happy Day,2011,15.841,1.6,119,USA,Sam Levinson,4000000,8464,355688,1.0,449703.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2415,2415,"[35, 18]",tt1033575,"[43, 444, 2361]",The Descendants,2011,15.841,1.6,115,USA,Alexander Payne,20000000,82584160,177243185,215826599.0,3586879018.6666665,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2416,2416,"[18, 10749]",tt1758692,"[838, 2313, 9350, 13369, 21892]",Like Crazy,2011,15.841,1.6,86,USA,Drake Doremus,250000,3395391,3852409,1.0,128222111.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2417,2417,"[35, 10751, 10402]",tt1204342,[2],The Muppets,2011,15.841,1.6,103,USA,James Bobin,45000000,88631237,165184237,1.0,21627563016.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2418,2418,"[12, 14, 10749]",tt1324999,"[491, 5219, 6446, 7490, 7491, 12292, 58321, 58322]",The Twilight Saga: Breaking Dawn - Part 1,2011,15.841,1.6,117,USA,Bill Condon,110000000,281287133,712205856,161389308.0,983833235.875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2419,2419,"[18, 10752]",tt1568911,"[27, 56, 7294, 7383, 9195]",War Horse,2011,15.841,1.6,146,"USA, India",Steven Spielberg,66000000,79884879,177584879,5472470059.0,7121721503.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2420,2420,"[18, 35]",tt0376136,"[816, 2691, 3281]",The Rum Diary,2011,15.841,1.6,119,"USA, UK",Bruce Robinson,45000000,13109815,23947544,11390479.0,237483026.33333334,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2421,2421,[35],tt1366344,"[306, 11370, 20848]",The Sitter,2011,15.841,1.6,81,USA,David Gordon Green,25000000,30441326,34942188,101624843.0,9493409534.666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2422,2422,[18],tt0477302,"[4, 258, 6194]",Extremely Loud & Incredibly Close,2011,15.841,1.6,129,USA,Stephen Daldry,40000000,31847881,55247881,217748039.0,21140982945.333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2423,2423,"[80, 18]",tt1640548,"[22841, 22842, 22843, 22844]",Rampart,2011,15.841,1.6,108,USA,Oren Moverman,12000000,972512,1567905,1521261.0,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2424,2424,"[16, 35, 10751]",tt1402488,"[79, 6194, 28381, 28382]",Happy Feet Two,2011,15.841,1.6,100,"Australia, USA","George Miller, Gary Eck",135000000,64006466,150406466,1.0,11504436130.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2425,2425,"[9648, 35, 80]",tt1541160,"[1208, 11565, 21897, 23159]",Flypaper,2011,15.841,1.6,87,"Germany, USA",Rob Minkoff,5000000,5043,3142154,780374870.0,80286887.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2426,2426,"[12, 28, 80, 9648]",tt1515091,"[79, 1885, 2723, 6194, 23202]",Sherlock Holmes: A Game of Shadows,2011,15.841,1.6,129,"USA, UK",Guy Ritchie,125000000,186848418,543848418,549768673.0,10190040616.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2427,2427,"[35, 18]",tt1625346,"[4, 3574, 9350]",Young Adult,2011,15.841,1.6,94,USA,Jason Reitman,12000000,16311571,22939027,437577350.0,7983712294.666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2428,2428,"[35, 10749]",tt1598822,[12],New Years Eve,2011,15.841,1.6,113,USA,Garry Marshall,56000000,54544638,142044638,875734191.0,13707195525.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2429,2429,"[28, 53, 12]",tt1229238,"[4, 6277, 11461, 21777, 76043, 76067]",Mission: Impossible - Ghost Protocol,2011,15.841,1.6,132,"USA, United Arab Emirates, Czech Republic, Russia, India, Canada",Brad Bird,145000000,209397903,694713380,654785938.0,4755973996.166667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2430,2430,"[18, 35, 10751]",tt1389137,"[306, 444, 485, 8518]",We Bought a Zoo,2011,15.841,1.6,124,USA,Cameron Crowe,50000000,75624550,120081841,576359513.0,9402069169.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2431,2431,"[53, 80, 9648, 18]",tt1568346,"[5, 258, 8083, 8411, 33817, 47479]",The Girl with the Dragon Tattoo,2011,15.841,1.6,158,"USA, Sweden, Norway",David Fincher,90000000,102515793,232617430,1538455080.0,4012381032.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2432,2432,"[27, 28, 53, 878]",tt1093357,"[491, 508, 1038, 3638, 10104]",The Darkest Hour,2011,15.841,1.6,89,"USA, Russia",Chris Gorak,30000000,21443494,64626786,1.0,2573713771.6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2433,2433,"[35, 14, 10751, 10402, 16]",tt1615918,[711],Alvin and the Chipmunks: Chipwrecked,2011,15.841,1.6,87,USA,Mike Mitchell,75000000,133110742,342695435,946524329.0,3809770872.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2434,2434,[18],tt1602098,[8717],Albert Nobbs,2011,15.841,1.6,113,"UK, Ireland, France, USA",Rodrigo GarcĂ„â€šĂ‚Â­a,8000000,3014696,5634828,5798974.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2435,2435,"[18, 10749, 10752]",tt1714209,[7263],In the Land of Blood and Honey,2011,15.841,1.6,127,USA,Angelina Jolie,13000000,303877,1203699,1.0,36993169.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2436,2436,"[18, 10751]",tt1564349,"[1088, 10280]",Dolphin Tale,2011,15.841,1.6,113,"Canada, USA",Charles Martin Smith,37000000,72286779,95415285,23144499.0,557286945.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2437,2437,"[28, 18, 53]",tt1601913,"[1645, 8532, 10285, 10427, 11278, 12234]",The Grey,2011,15.841,1.6,117,USA,Joe Carnahan,25000000,51580236,77278331,246991473.0,536580206.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2438,2438,"[28, 53]",tt1506999,"[5267, 7295]",Haywire,2011,15.841,1.6,93,"Ireland, USA",Steven Soderbergh,23000000,18942396,33372606,1751767969.0,5008052188.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2439,2439,"[27, 53, 878]",tt1772240,"[1038, 7405, 24923]",Apollo 18,2011,15.841,1.6,86,"USA, Canada",Gonzalo LĂ„â€šÄąâ€špez-Gallego,5000000,17687709,25562924,1.0,1249955194.3333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2440,2440,"[28, 18, 53]",tt1214962,"[1205, 2236, 11092, 12137, 12138, 12139]",Seeking Justice,2011,15.841,1.6,105,USA,Roger Donaldson,17000000,411746,12355798,422910174.0,47240382.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2441,2441,"[27, 53]",tt1594562,"[1360, 4592]",The Innkeepers,2011,15.841,1.6,101,USA,Ti West,750000,78396,1178831,1.0,280785.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2442,2442,"[28, 14, 53]",tt1071875,"[5, 6736, 7505, 11106, 13816, 20241, 27551]",Ghost Rider: Spirit of Vengeance,2011,15.841,1.6,96,"USA, United Arab Emirates","Mark Neveldine, Brian Taylor",57000000,51774002,132563930,118321373.0,2517804801.285714,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2443,2443,[18],tt1630036,"[559, 3291, 10156, 41967, 63902]",Courageous,2011,15.841,1.6,129,USA,Alex Kendrick,2000000,34522221,35185884,43781284.0,996022884.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2444,2444,[35],tt1053810,"[290, 444, 711, 812, 5219, 12178]",The Big Year,2011,15.841,1.6,100,"USA, Canada",David Frankel,41000000,7204138,7448385,582294187.0,2617451823.8333335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2445,2445,"[18, 53]",tt1535970,"[1208, 21897, 21898, 21899, 21901]",The Ledge,2011,15.841,1.6,101,"USA, Germany, Saudi Arabia",Matthew Chapman,10000000,9216,610986,1.0,54596850.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2446,2446,"[18, 35]",tt1588334,[9350],"Jeff, Who Lives at Home",2011,15.841,1.6,83,USA,"Jay Duplass, Mark Duplass",10000000,4269426,4417580,1.0,46471024.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2447,2447,"[27, 53]",tt1259521,"[1632, 10567]",The Cabin in the Woods,2011,15.841,1.6,95,USA,Drew Goddard,30000000,42073277,94348403,1.0,775836493.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2448,2448,[35],tt1726589,"[34951, 47330]",L!fe Happens,2011,15.841,1.6,100,"USA, Canada",Kat Coiro,930000,30905,48041,1.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2449,2449,"[27, 9648]",tt1767382,"[6930, 25904]",Silent House,2011,15.841,1.6,86,"USA, France","Chris Kentis, Laura Lau",2000000,12754783,13101672,1.0,50865.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2450,2450,"[18, 35]",tt1412386,"[6735, 6736]",The Best Exotic Marigold Hotel,2011,15.841,1.6,124,"UK, USA, United Arab Emirates",John Madden,10000000,46412041,136836156,411256917.0,250342342.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2451,2451,[35],tt1640484,"[559, 11341, 14577, 71959, 71960]",Jumping the Broom,2011,15.841,1.6,112,USA,Salim Akil,6600000,37295394,37710610,1.0,1053135838.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2452,2452,"[35, 80, 18]",tt1704573,"[97, 6352, 6667, 8116, 11510]",Bernie,2011,15.841,1.6,99,USA,Richard Linklater,5000000,9206470,10173061,215914668.0,532575619.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2453,2453,"[10752, 18]",tt1486193,"[17887, 24262, 24264, 24266]",5 Days of War,2011,15.841,1.6,113,"Georgia, USA",Renny Harlin,12000000,17479,316944,726793737.0,14385836.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2454,2454,"[18, 35]",tt1742336,[1424],Your Sisters Sister,2011,15.841,1.6,90,USA,Lynn Shelton,125000,1636190,3242802,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2455,2455,"[80, 18, 53]",tt1726669,"[6633, 9015, 21817, 37833]",Killer Joe,2011,15.841,1.6,102,USA,William Friedkin,11000000,1987762,3665069,135176105.0,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2456,2456,"[35, 10749]",tt1436559,"[5113, 7419, 18668, 52284, 52288]","Love, Wedding, Marriage",2011,15.841,1.6,90,USA,Dermot Mulroney,12000000,1926,515823,1.0,117848123.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2459,2459,"[35, 18]",tt1787759,[35],Madeas Big Happy Family,2011,15.841,1.6,106,USA,Tyler Perry,25000000,53345287,54161287,211515040.0,1736812871.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2460,2460,"[878, 28, 12]",tt0848228,"[4, 420]",The Avengers,2012,16.197,2.2,143,USA,Joss Whedon,220000000,623357910,1518812988,38869464.0,14868589033.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2461,2461,"[28, 80, 53]",tt1308729,"[1786, 3608, 7437, 7625, 12075, 14654, 20356, 25876]",Bullet to the Head,2012,16.197,2.2,92,USA,Walter Hill,55000000,9489829,21947209,95676852.0,113099378.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2462,2462,"[28, 12, 53]",tt1764651,"[925, 10254]",The Expendables 2,2012,16.197,2.2,103,"USA, Germany",Simon West,100000000,85028192,314975955,791518055.0,553596529.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2463,2463,"[878, 12, 14]",tt1392170,"[1632, 5420]",The Hunger Games,2012,16.197,2.2,142,USA,Gary Ross,78000000,408010692,694394724,148336445.0,975797514.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2464,2464,"[28, 80, 18, 53]",tt1345836,"[923, 6194, 9993, 9996]",The Dark Knight Rises,2012,16.197,2.2,164,"UK, USA",Christopher Nolan,250000000,448139099,1081041287,2471400651.0,12469047986.25,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2465,2465,"[28, 53]",tt1194173,"[33, 6452, 7295, 7383, 25716]",The Bourne Legacy,2012,16.197,2.2,135,"USA, Japan",Tony Gilroy,125000000,113203870,276144750,171138487.0,9156310011.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2466,2466,"[53, 27]",tt1560985,"[6302, 24048]",The Devil Inside,2012,16.197,2.2,83,USA,William Brent Bell,1000000,53261944,101758490,27105095.0,103519922.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2467,2467,"[53, 28, 18, 80]",tt1524137,"[33, 694, 7295, 8536, 8537, 8538, 8539, 10163, 10970]",Contraband,2012,16.197,2.2,109,"USA, UK, France",Baltasar KormĂ„â€šĂ‹â€ˇkur,25000000,66528000,96262212,55089.0,5341589114.888889,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2468,2468,"[14, 28, 27]",tt1496025,"[126, 831, 3287, 7738, 7740]",Underworld Awakening,2012,16.197,2.2,88,"USA, Canada","MĂ„â€šĂ„â€žns MĂ„â€šĂ„â€žrlind, BjĂ„â€šĂ‚Â¶rn Stein",70000000,62321039,160112671,1.0,1005874288.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2469,2469,"[28, 53, 80]",tt1568338,"[491, 5955]",Man on a Ledge,2012,16.197,2.2,102,USA,Asger Leth,42000000,18620000,46221189,1.0,2414037021.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2470,2470,"[18, 28, 12, 36, 10752]",tt0485985,"[1, 306, 22883]",Red Tails,2012,16.197,2.2,125,USA,Anthony Hemingway,58000000,49876377,50365377,1.0,10928271116.666666,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2471,2471,"[28, 35, 80]",tt1598828,"[126, 737]",One for the Money,2012,16.197,2.2,91,USA,Julie Anne Robinson,40000000,26414527,36897094,1.0,1093760866.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2472,2472,"[12, 18, 10749]",tt1430615,"[33, 10039, 10163]",Big Miracle,2012,16.197,2.2,107,"USA, UK",Ken Kwapis,40000000,20157300,24740061,290188056.0,11764378384.333334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2473,2473,"[878, 18, 53]",tt1706593,"[306, 444, 1302, 43394]",Chronicle,2012,16.197,2.2,84,USA,Josh Trank,12000000,64575175,126636097,1.0,10958183498.75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2474,2474,"[28, 53]",tt1599348,"[33, 6452, 7295, 13778]",Safe House,2012,16.197,2.2,115,"South Africa, Japan, USA",Daniel Espinosa,85000000,126373434,208076205,1.0,10860619720.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2475,2475,"[18, 10749]",tt1606389,"[158, 3287]",The Vow,2012,16.197,2.2,104,USA,Michael Sucsy,30000000,125014030,196114570,1.0,3309082627.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2476,2476,[35],tt1996264,[52241],"For a Good Time, Call...",2012,16.197,2.2,85,USA,Jamie Travis,850000,1251749,1386088,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2477,2477,"[12, 28, 878]",tt1397514,"[12, 1836, 10221]",Journey 2: The Mysterious Island,2012,16.197,2.2,94,USA,Brad Peyton,79000000,103860290,335260290,112483764.0,5724354788.333333,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2478,2478,"[35, 80]",tt1636826,"[1885, 3527]",Project X,2012,16.197,2.2,88,USA,Nima Nourizadeh,12000000,54731865,102731865,1.0,3076299933.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2479,2479,"[16, 10751]",tt1482459,"[33, 6704]",The Lorax,2012,16.197,2.2,86,"USA, France","Chris Renaud, Kyle Balda",70000000,214030500,348840316,1.0,16062669239.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2480,2480,"[28, 53, 10752]",tt1591479,"[7295, 8403]",Act of Valor,2012,16.197,2.2,110,USA,"Mike McCoy, Scott Waugh",12000000,70012847,81275130,1.0,5718939253.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2481,2481,"[28, 35, 10749]",tt1596350,"[444, 907, 3929]",This Means War,2012,16.197,2.2,103,USA,McG,65000000,54760791,156491279,938179698.0,3867218863.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2482,2482,"[28, 12, 878]",tt0401729,[2],John Carter,2012,16.197,2.2,132,USA,Andrew Stanton,250000000,73078100,284139100,521311860.0,23458887126.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2483,2483,"[28, 35, 80]",tt1232829,"[5, 333, 5585, 7295, 8411]",21 Jump Street,2012,16.197,2.2,109,USA,"Phil Lord, Christopher Miller",42000000,138447667,201585328,243006126.0,7919735768.8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2484,2484,[12],tt1646987,"[923, 3528, 6194, 24175, 24176]",Wrath of the Titans,2012,16.197,2.2,99,"Spain, USA",Jonathan Liebesman,150000000,83670083,301970083,211819354.0,9300703051.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,2485,[35],tt1605630,[33],American Reunion,2012,16.197,2.2,113,USA,"Jon Hurwitz, Hayden Schlossberg",50000000,57011521,234989584,43494280.0,31398270770.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2486,2486,[35],tt0383010,[8890],The Three Stooges,2012,16.197,2.2,92,USA,"Bobby Farrelly, Peter Farrelly",30000000,44338224,54819301,1026438556.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2487,2487,"[80, 53, 9648]",tt1486192,[7295],The Raven,2012,16.197,2.2,110,"USA, Spain, Hungary, Serbia",James McTeigue,26000000,16008272,29657751,194112315.0,11437878507.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2488,2488,"[12, 14, 18, 35, 878, 10751]",tt1667353,"[7295, 11581, 12005, 12006, 12007, 12008]",Mirror Mirror,2012,16.197,2.2,106,"USA, Canada",Tarsem Singh,85000000,64935167,183018522,331059860.0,2070367500.8333333,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2489,2489,"[53, 28, 12, 878]",tt1440129,"[33, 2598, 13778, 20153]",Battleship,2012,16.197,2.2,131,USA,Peter Berg,209000000,65422625,303025485,863876425.0,7925184946.75,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2490,2490,[35],tt1195478,"[33, 6452, 7295, 10105, 23876]",The Five-Year Engagement,2012,16.197,2.2,124,"USA, Japan",Nicholas Stoller,30000000,28835528,53909751,196434594.0,9026271733.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2491,2491,"[35, 10749]",tt1621045,[1309],Think Like a Man,2012,16.197,2.2,122,USA,Tim Story,12000000,91547205,96070507,765604671.0,156878349.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2492,2492,"[18, 10749]",tt1327194,"[79, 813, 6194, 8057]",The Lucky One,2012,16.197,2.2,101,USA,Scott Hicks,25000000,60457138,99357138,123520465.0,12631885863.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2493,2493,"[28, 80, 53]",tt1656190,"[2253, 7437, 7625, 11801, 23008]",Safe,2012,16.197,2.2,94,USA,Boaz Yakin,30000000,17142080,40346186,181324025.0,103159877.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2494,2494,"[35, 14]",tt1077368,"[79, 2691, 3281, 6194, 8601, 9228, 20004]",Dark Shadows,2012,16.197,2.2,113,"USA, Australia, UK",Tim Burton,150000000,79727149,245527149,2804346866.0,7946530319.714286,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2495,2495,[35],tt1645170,[4],The Dictator,2012,16.197,2.2,83,USA,Larry Charles,65000000,59650222,179379533,261572744.0,27444554546.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2496,2496,"[28, 35, 878]",tt1409024,"[56, 5627, 6736, 9169, 11084]",Men in Black 3,2012,16.197,2.2,106,"USA, United Arab Emirates",Barry Sonnenfeld,225000000,179020854,624026776,1670402889.0,2532867085.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2497,2497,"[12, 14, 18]",tt1735898,"[33, 16314]",Snow White and the Huntsman,2012,16.197,2.2,127,"USA, UK",Rupert Sanders,170000000,155332381,396592829,1.0,16211868940.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2498,2498,"[16, 12, 10751, 35]",tt1430626,"[5, 297, 2251]",The Pirates! In an Adventure with Scientists!,2012,16.197,2.2,88,"UK, USA","Peter Lord, Jeff Newitt",55000000,31051126,123054041,1.0,7129271709.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2499,2499,"[878, 12, 9648]",tt1446714,"[306, 444, 1645, 19747]",Prometheus,2012,16.197,2.2,124,"USA, UK",Ridley Scott,130000000,126477084,403354469,2112405753.0,10977528613.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2500,2500,"[35, 18, 10749]",tt1748122,"[258, 9350, 10146, 23449, 25626]",Moonrise Kingdom,2012,16.197,2.2,94,USA,Wes Anderson,16000000,45512466,68263166,205555163.0,977478479.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2501,2501,"[18, 35]",tt0763831,"[4, 27, 831, 6024]",A Thousand Words,2012,16.197,2.2,91,USA,Brian Robbins,40000000,18450127,24397992,353652671.0,11041987952.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2502,2502,"[35, 10749, 878, 18]",tt1862079,"[1974, 12808]",Safety Not Guaranteed,2012,16.197,2.2,86,USA,Colin Trevorrow,750000,4010957,4424699,1.0,80704635.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2503,2503,"[16, 10751]",tt1277953,[521],Madagascar 3: Europes Most Wanted,2012,16.197,2.2,93,USA,"Eric Darnell, Tom McGrath",145000000,216391482,746921274,1145964200.0,8859033156.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2504,2504,"[16, 12, 35, 10751, 28, 14]",tt1217209,"[2, 3]",Brave,2012,16.197,2.2,93,"USA, UK","Mark Andrews, Brenda Chapman",185000000,237283207,538983207,1.0,15469709493.5,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2505,2505,"[10749, 35, 18]",tt1586265,"[1088, 1632, 11317, 19577]",What to Expect When Youre Expecting,2012,16.197,2.2,110,USA,Kirk Jones,40000000,41152203,84384002,121500821.0,1006433231.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2506,2506,"[28, 14, 27]",tt1611224,"[306, 1038, 8601, 36430, 36431]",Abraham Lincoln: Vampire Hunter,2012,16.197,2.2,105,"USA, Russia",Timur Bekmambetov,69000000,37519139,116471580,341432090.0,6506857604.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2507,2507,"[35, 18, 10402, 10749]",tt1336608,"[12, 2378, 8871, 12139]",Rock of Ages,2012,16.197,2.2,123,USA,Adam Shankman,75000000,38518613,59418613,1050195261.0,3793679921.25,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2508,2508,"[35, 18, 10749, 878]",tt1307068,"[771, 9350, 10039, 10146]",Seeking a Friend for the End of the World,2012,16.197,2.2,101,USA,Lorene Scafaria,10000000,7078738,9636289,1.0,633412127.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2509,2509,"[35, 14]",tt1637725,"[33, 2531, 8789]",Ted,2012,16.197,2.2,106,USA,Seth MacFarlane,50000000,218815487,549368315,1.0,10596635501.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2510,2510,"[18, 35]",tt1915581,"[8850, 34981]",Magic Mike,2012,16.197,2.2,110,USA,Steven Soderbergh,7000000,113721571,167221571,1920598672.0,503981.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
